city|city_ascii|state_id|state_name|county_fips|county_name|lat|lon|population|density|source|military|incorporated|timezone|ranking|id
Chesterfield|Chesterfield|MO|Missouri|29189|St. Louis|38.6589|-90.5803|47603|576|shape|FALSE|TRUE|America/Chicago|3|1840007446
East Providence|East Providence|RI|Rhode Island|44007|Providence|41.8065|-71.3565|47442|1378|shape|FALSE|TRUE|America/New_York|3|1840003288
Ocoee|Ocoee|FL|Florida|12095|Orange|28.5796|-81.5332|47433|1174|shape|FALSE|TRUE|America/New_York|3|1840015098
San Luis Obispo|San Luis Obispo|CA|California|06079|San Luis Obispo|35.2669|-120.6690|47402|1375|shape|FALSE|TRUE|America/Los_Angeles|3|1840021734
Beavercreek|Beavercreek|OH|Ohio|39057|Greene|39.7310|-84.0624|47343|687|shape|FALSE|TRUE|America/New_York|3|1840007312
Glenview|Glenview|IL|Illinois|17031|Cook|42.0825|-87.8214|47218|1302|shape|FALSE|TRUE|America/Chicago|3|1840011280
Marana|Marana|AZ|Arizona|04019|Pima|32.4355|-111.1558|47164|150|shape|FALSE|TRUE|America/Phoenix|3|1840023057
Roseville|Roseville|MI|Michigan|26099|Macomb|42.5074|-82.9369|47160|1851|shape|FALSE|TRUE|America/Detroit|3|1840003092
Burleson|Burleson|TX|Texas|48251|Johnson|32.5170|-97.3344|47151|644|shape|FALSE|TRUE|America/Chicago|3|1840019467
East Honolulu|East Honolulu|HI|Hawaii|15003|Honolulu|21.2975|-157.7211|47132|791|shape|FALSE|TRUE|Pacific/Honolulu|3|1840039181
El Dorado Hills|El Dorado Hills|CA|California|06017|El Dorado|38.6750|-121.0490|47107|375|shape|FALSE|FALSE|America/Los_Angeles|3|1840017565
Mentor|Mentor|OH|Ohio|39085|Lake|41.6893|-81.3362|47075|653|shape|FALSE|TRUE|America/New_York|3|1840000539
Keller|Keller|TX|Texas|48439|Tarrant|32.9335|-97.2256|46885|986|shape|FALSE|TRUE|America/Chicago|3|1840019428
Euclid|Euclid|OH|Ohio|39035|Cuyahoga|41.5903|-81.5188|46861|1698|shape|FALSE|TRUE|America/New_York|3|1840000600
Salina|Salina|KS|Kansas|20169|Saline|38.8136|-97.6143|46706|699|shape|FALSE|TRUE|America/Chicago|3|1840001647
Elmhurst|Elmhurst|IL|Illinois|17043|DuPage|41.8973|-87.9432|46571|1759|shape|FALSE|TRUE|America/Chicago|3|1840008142
Middletown|Middletown|CT|Connecticut|09007|Middlesex|41.5476|-72.6549|46406|436|shape|FALSE|TRUE|America/New_York|3|1840004844
Bothell|Bothell|WA|Washington|53033|King|47.7735|-122.2044|46386|1313|shape|FALSE|TRUE|America/Los_Angeles|3|1840018419
Titusville|Titusville|FL|Florida|12009|Brevard|28.5727|-80.8193|46307|611|shape|FALSE|TRUE|America/New_York|3|1840015962
Everett|Everett|MA|Massachusetts|25017|Middlesex|42.4064|-71.0545|46275|5230|shape|FALSE|TRUE|America/New_York|2|1840000425
Potomac|Potomac|MD|Maryland|24031|Montgomery|39.0141|-77.1943|46256|710|shape|FALSE|FALSE|America/New_York|3|1840005837
Littleton|Littleton|CO|Colorado|08005|Arapahoe|39.5915|-105.0188|46208|1412|shape|FALSE|TRUE|America/Denver|3|1840020213
Horizon West|Horizon West|FL|Florida|12095|Orange|28.4417|-81.6146|46204|544|shape|FALSE|TRUE|America/New_York|3|1840038926
Biloxi|Biloxi|MS|Mississippi|28047|Harrison|30.4426|-88.9514|46042|414|shape|FALSE|TRUE|America/Chicago|3|1840013948
Fort Pierce|Fort Pierce|FL|Florida|12111|St. Lucie|27.4255|-80.3431|45855|744|shape|FALSE|TRUE|America/New_York|3|1840014178
Kyle|Kyle|TX|Texas|48209|Hays|29.9932|-97.8852|45828|569|shape|FALSE|TRUE|America/Chicago|3|1840020907
Coachella|Coachella|CA|California|06065|Riverside|33.6905|-116.1430|45658|586|shape|FALSE|TRUE|America/Los_Angeles|3|1840019294
Oro Valley|Oro Valley|AZ|Arizona|04019|Pima|32.4208|-110.9767|45303|501|shape|FALSE|TRUE|America/Phoenix|3|1840023058
Hilo|Hilo|HI|Hawaii|15001|Hawaii|19.6883|-155.0863|45248|325|shape|FALSE|FALSE|Pacific/Honolulu|3|1840023193
Herriman|Herriman|UT|Utah|49035|Salt Lake|40.4899|-112.0170|45211|806|shape|FALSE|TRUE|America/Denver|3|1840020155
Rockwall|Rockwall|TX|Texas|48397|Rockwall|32.9169|-96.4374|45168|591|shape|FALSE|TRUE|America/Chicago|3|1840020717
Pearl City|Pearl City|HI|Hawaii|15003|Honolulu|21.4031|-157.9566|45159|1911|shape|FALSE|FALSE|Pacific/Honolulu|3|1840023251
Lake Ridge|Lake Ridge|VA|Virginia|51153|Prince William|38.6847|-77.3066|45111|1910|shape|FALSE|FALSE|America/New_York|3|1840006099
Attleboro|Attleboro|MA|Massachusetts|25005|Bristol|41.9311|-71.2950|45023|649|shape|FALSE|TRUE|America/New_York|3|1840000496
Sicklerville|Sicklerville|NJ|New Jersey|34007|Camden|39.7452|-74.9934|44978|1000|shape|FALSE|FALSE|America/New_York|3|1840033409
Farmington|Farmington|NM|New Mexico|35045|San Juan|36.7555|-108.1823|44967|503|shape|FALSE|TRUE|America/Denver|3|1840020349
Oakland Park|Oakland Park|FL|Florida|12011|Broward|26.1780|-80.1528|44950|2303|shape|FALSE|TRUE|America/New_York|2|1840015139
Danville|Danville|CA|California|06013|Contra Costa|37.8121|-121.9698|44933|959|shape|FALSE|TRUE|America/Los_Angeles|3|1840021532
Winter Garden|Winter Garden|FL|Florida|12095|Orange|28.5421|-81.5967|44888|1064|shape|FALSE|TRUE|America/New_York|3|1840015965
Plainfield|Plainfield|IL|Illinois|17197|Will|41.6207|-88.2253|44857|700|shape|FALSE|TRUE|America/Chicago|3|1840011495
Morgan Hill|Morgan Hill|CA|California|06085|Santa Clara|37.1325|-121.6419|44789|1336|shape|FALSE|TRUE|America/Los_Angeles|3|1840020331
Strongsville|Strongsville|OH|Ohio|39035|Cuyahoga|41.3128|-81.8313|44675|700|shape|FALSE|TRUE|America/New_York|3|1840003415
San Bruno|San Bruno|CA|California|06081|San Mateo|37.6256|-122.4313|44663|3141|shape|FALSE|TRUE|America/Los_Angeles|2|1840021549
Whitney|Whitney|NV|Nevada|32003|Clark|36.1008|-115.0379|44488|2522|shape|FALSE|FALSE|America/Los_Angeles|2|1840033834
Haltom City|Haltom City|TX|Texas|48439|Tarrant|32.8176|-97.2707|44300|1385|shape|FALSE|TRUE|America/Chicago|3|1840020698
Hackensack|Hackensack|NJ|New Jersey|34003|Bergen|40.8891|-74.0462|44266|4077|shape|FALSE|TRUE|America/New_York|2|1840003556
Sayreville|Sayreville|NJ|New Jersey|34023|Middlesex|40.4656|-74.3237|44243|1079|shape|FALSE|TRUE|America/New_York|3|1840001332
North Lauderdale|North Lauderdale|FL|Florida|12011|Broward|26.2113|-80.2209|44189|3691|shape|FALSE|TRUE|America/New_York|2|1840015138
Brea|Brea|CA|California|06059|Orange|33.9254|-117.8655|44182|1401|shape|FALSE|TRUE|America/Los_Angeles|3|1840019323
Cleveland Heights|Cleveland Heights|OH|Ohio|39035|Cuyahoga|41.5113|-81.5636|44176|2114|shape|FALSE|TRUE|America/New_York|2|1840000597
Ashburn|Ashburn|VA|Virginia|51107|Loudoun|39.0277|-77.4714|44090|1112|shape|FALSE|FALSE|America/New_York|3|1840024495
Burke|Burke|VA|Virginia|51059|Fairfax|38.7773|-77.2633|44077|1977|shape|FALSE|FALSE|America/New_York|3|1840006014
Wake Forest|Wake Forest|NC|North Carolina|37183|Wake|35.9632|-78.5140|44068|942|shape|FALSE|TRUE|America/New_York|3|1840016199
Bountiful|Bountiful|UT|Utah|49011|Davis|40.8721|-111.8647|43991|1287|shape|FALSE|TRUE|America/Denver|3|1840018737
Altamonte Springs|Altamonte Springs|FL|Florida|12117|Seminole|28.6615|-81.3953|43969|1867|shape|FALSE|TRUE|America/New_York|3|1840014072
Cutler Bay|Cutler Bay|FL|Florida|12086|Miami-Dade|25.5765|-80.3356|43928|1715|shape|FALSE|TRUE|America/New_York|3|1840017276
Urbandale|Urbandale|IA|Iowa|19153|Polk|41.6390|-93.7812|43879|752|shape|FALSE|TRUE|America/Chicago|3|1840010184
Riverton|Riverton|UT|Utah|49035|Salt Lake|40.5176|-111.9636|43793|1343|shape|FALSE|TRUE|America/Denver|3|1840020157
The Colony|The Colony|TX|Texas|48121|Denton|33.0925|-96.8976|43791|1206|shape|FALSE|TRUE|America/Chicago|3|1840022005
Sierra Vista|Sierra Vista|AZ|Arizona|04003|Cochise|31.5630|-110.3153|43756|110|shape|FALSE|TRUE|America/Phoenix|3|1840022103
Lombard|Lombard|IL|Illinois|17043|DuPage|41.8741|-88.0157|43755|1652|shape|FALSE|TRUE|America/Chicago|3|1840011402
Peachtree Corners|Peachtree Corners|GA|Georgia|13135|Gwinnett|33.9670|-84.2320|43516|1043|shape|FALSE|TRUE|America/New_York|3|1840029447
Concord|Concord|NH|New Hampshire|33013|Merrimack|43.2305|-71.5595|43503|262|shape|FALSE|TRUE|America/New_York|2|1840002747
Prescott|Prescott|AZ|Arizona|04025|Yavapai|34.5849|-112.4473|43463|373|shape|FALSE|TRUE|America/Phoenix|3|1840020436
Moorhead|Moorhead|MN|Minnesota|27027|Clay|46.8673|-96.7461|43409|752|shape|FALSE|TRUE|America/Chicago|3|1840007731
Channelview|Channelview|TX|Texas|48201|Harris|29.7914|-95.1144|43378|1162|shape|FALSE|FALSE|America/Chicago|3|1840018253
Salem|Salem|MA|Massachusetts|25009|Essex|42.5129|-70.9021|43350|2018|shape|FALSE|TRUE|America/New_York|2|1840000410
Ormond Beach|Ormond Beach|FL|Florida|12127|Volusia|29.2985|-81.1014|43245|480|shape|FALSE|TRUE|America/New_York|3|1840015076
Altadena|Altadena|CA|California|06037|Los Angeles|34.1927|-118.1346|43037|1962|shape|FALSE|FALSE|America/Los_Angeles|3|1840017918
Freeport|Freeport|NY|New York|36059|Nassau|40.6515|-73.5850|42993|3625|shape|FALSE|TRUE|America/New_York|2|1840005288
Fond du Lac|Fond du Lac|WI|Wisconsin|55039|Fond du Lac|43.7718|-88.4397|42944|862|shape|FALSE|TRUE|America/Chicago|3|1840002603
Goose Creek|Goose Creek|SC|South Carolina|45015|Berkeley|32.9927|-80.0055|42944|401|shape|FALSE|TRUE|America/New_York|3|1840013761
Campbell|Campbell|CA|California|06085|Santa Clara|37.2802|-121.9539|42891|2723|shape|FALSE|TRUE|America/Los_Angeles|2|1840018949
North Miami Beach|North Miami Beach|FL|Florida|12086|Miami-Dade|25.9302|-80.1659|42824|3413|shape|FALSE|TRUE|America/New_York|2|1840015155
Lompoc|Lompoc|CA|California|06083|Santa Barbara|34.6618|-120.4714|42753|1420|shape|FALSE|TRUE|America/Los_Angeles|3|1840020468
Brentwood|Brentwood|TN|Tennessee|47187|Williamson|35.9918|-86.7758|42700|401|shape|FALSE|TRUE|America/Chicago|3|1840013381
Mankato|Mankato|MN|Minnesota|27013|Blue Earth|44.1715|-93.9772|42685|853|shape|FALSE|TRUE|America/Chicago|3|1840008975
Jefferson City|Jefferson City|MO|Missouri|29051|Cole|38.5676|-92.1759|42670|456|shape|FALSE|TRUE|America/Chicago|2|1840008615
Farmers Branch|Farmers Branch|TX|Texas|48113|Dallas|32.9272|-96.8804|42659|1386|shape|FALSE|TRUE|America/Chicago|3|1840020706
Fairfield|Fairfield|OH|Ohio|39017|Butler|39.3301|-84.5409|42623|789|shape|FALSE|TRUE|America/New_York|3|1840003802
Rohnert Park|Rohnert Park|CA|California|06097|Sonoma|38.3479|-122.6965|42559|2255|shape|FALSE|TRUE|America/Los_Angeles|2|1840020243
Woodbridge|Woodbridge|VA|Virginia|51153|Prince William|38.6409|-77.2580|42517|1819|shape|FALSE|FALSE|America/New_York|3|1840006106
Pittsfield|Pittsfield|MA|Massachusetts|25003|Berkshire|42.4517|-73.2605|42514|405|shape|FALSE|TRUE|America/New_York|3|1840003116
Hicksville|Hicksville|NY|New York|36059|Nassau|40.7637|-73.5245|42468|2414|shape|FALSE|FALSE|America/New_York|2|1840005266
Urbana|Urbana|IL|Illinois|17019|Champaign|40.1107|-88.1973|42461|1385|shape|FALSE|TRUE|America/Chicago|3|1840010451
Schertz|Schertz|TX|Texas|48029|Bexar|29.5650|-98.2535|42433|510|shape|FALSE|TRUE|America/Chicago|3|1840022213
Edmonds|Edmonds|WA|Washington|53061|Snohomish|47.8115|-122.3533|42347|1833|shape|FALSE|TRUE|America/Los_Angeles|3|1840037645
Linden|Linden|NJ|New Jersey|34039|Union|40.6251|-74.2383|42332|1529|shape|FALSE|TRUE|America/New_York|3|1840001094
Pine Bluff|Pine Bluff|AR|Arkansas|05069|Jefferson|34.2116|-92.0173|42323|369|shape|FALSE|TRUE|America/Chicago|3|1840014699
West Babylon|West Babylon|NY|New York|36103|Suffolk|40.7129|-73.3585|42316|1932|shape|FALSE|FALSE|America/New_York|3|1840005109
North Fort Myers|North Fort Myers|FL|Florida|12071|Lee|26.7244|-81.8485|42315|330|shape|FALSE|FALSE|America/New_York|3|1840014222
Odenton|Odenton|MD|Maryland|24003|Anne Arundel|39.0661|-76.6938|42258|1105|shape|FALSE|FALSE|America/New_York|3|1840005912
Annandale|Annandale|VA|Virginia|51059|Fairfax|38.8324|-77.1960|42240|2078|shape|FALSE|FALSE|America/New_York|2|1840006011
Beverly|Beverly|MA|Massachusetts|25009|Essex|42.5681|-70.8627|42062|1076|shape|FALSE|TRUE|America/New_York|3|1840000411
Midland|Midland|MI|Michigan|26111|Midland|43.6241|-84.2319|41922|470|shape|FALSE|TRUE|America/Detroit|3|1840002660
Apache Junction|Apache Junction|AZ|Arizona|04021|Pinal|33.3985|-111.5350|41863|460|shape|FALSE|TRUE|America/Phoenix|3|1840019365
Delaware|Delaware|OH|Ohio|39041|Delaware|40.2851|-83.0741|41818|809|shape|FALSE|TRUE|America/New_York|3|1840007237
Spring Hill|Spring Hill|TN|Tennessee|47119|Maury|35.7437|-86.9116|41797|602|shape|FALSE|TRUE|America/Chicago|3|1840015386
Bell Gardens|Bell Gardens|CA|California|06037|Los Angeles|33.9663|-118.1550|41770|6558|shape|FALSE|TRUE|America/Los_Angeles|2|1840019229
Puyallup|Puyallup|WA|Washington|53053|Pierce|47.1793|-122.2902|41666|1138|shape|FALSE|TRUE|America/Los_Angeles|3|1840019859
Huntsville|Huntsville|TX|Texas|48471|Walker|30.7009|-95.5567|41664|377|shape|FALSE|TRUE|America/Chicago|3|1840019565
Trujillo Alto|Trujillo Alto|PR|Puerto Rico|72139|Trujillo Alto|18.3599|-66.0096|41659|2173|shape|FALSE|FALSE|America/Puerto_Rico|2|1630023656
Oakley|Oakley|CA|California|06013|Contra Costa|37.9929|-121.6952|41656|1013|shape|FALSE|TRUE|America/Los_Angeles|3|1840020279
Westfield|Westfield|IN|Indiana|18057|Hamilton|40.0341|-86.1529|41652|517|shape|FALSE|TRUE|America/Indiana/Indianapolis|3|1840010500
La Quinta|La Quinta|CA|California|06065|Riverside|33.6536|-116.2785|41650|456|shape|FALSE|TRUE|America/Los_Angeles|3|1840020559
Mableton|Mableton|GA|Georgia|13067|Cobb|33.8133|-84.5655|41647|777|shape|FALSE|FALSE|America/New_York|3|1840013690
Rancho Palos Verdes|Rancho Palos Verdes|CA|California|06037|Los Angeles|33.7554|-118.3634|41635|1193|shape|FALSE|TRUE|America/Los_Angeles|3|1840020508
Woonsocket|Woonsocket|RI|Rhode Island|44007|Providence|42.0010|-71.4993|41616|2074|shape|FALSE|TRUE|America/New_York|2|1840003290
Catonsville|Catonsville|MD|Maryland|24005|Baltimore|39.2646|-76.7424|41592|1150|shape|FALSE|FALSE|America/New_York|3|1840005679
Woodlawn|Woodlawn|MD|Maryland|24005|Baltimore|39.3054|-76.7489|41505|1680|shape|FALSE|FALSE|America/New_York|3|1840005697
Coppell|Coppell|TX|Texas|48113|Dallas|32.9639|-96.9903|41494|1111|shape|FALSE|TRUE|America/Chicago|3|1840019439
Linton Hall|Linton Hall|VA|Virginia|51153|Prince William|38.7551|-77.5750|41426|1256|shape|FALSE|FALSE|America/New_York|3|1840006100
Shakopee|Shakopee|MN|Minnesota|27139|Scott|44.7745|-93.4772|41423|562|shape|FALSE|TRUE|America/Chicago|3|1840008955
Grove City|Grove City|OH|Ohio|39049|Franklin|39.8654|-83.0690|41394|914|shape|FALSE|TRUE|America/New_York|3|1840007264
Westfield|Westfield|MA|Massachusetts|25013|Hampden|42.1382|-72.7561|41303|344|shape|FALSE|TRUE|America/New_York|3|1840000463
Belleville|Belleville|IL|Illinois|17163|St. Clair|38.5164|-89.9900|41256|685|shape|FALSE|TRUE|America/Chicago|3|1840007486
Greenacres|Greenacres|FL|Florida|12099|Palm Beach|26.6270|-80.1371|41242|2681|shape|FALSE|TRUE|America/New_York|2|1840036057
Moline|Moline|IL|Illinois|17161|Rock Island|41.4821|-90.4920|41213|949|shape|FALSE|TRUE|America/Chicago|3|1840008181
Kearny|Kearny|NJ|New Jersey|34017|Hudson|40.7528|-74.1202|41190|1798|shape|FALSE|TRUE|America/New_York|3|1840003601
Shelton|Shelton|CT|Connecticut|09001|Fairfield|41.3060|-73.1383|41162|518|shape|FALSE|TRUE|America/New_York|3|1840004840
Weslaco|Weslaco|TX|Texas|48215|Hidalgo|26.1599|-97.9877|41103|968|shape|FALSE|TRUE|America/Chicago|3|1840022258
Findlay|Findlay|OH|Ohio|39063|Hancock|41.0469|-83.6379|41098|807|shape|FALSE|TRUE|America/New_York|3|1840000886
Oviedo|Oviedo|FL|Florida|12117|Seminole|28.6580|-81.1872|41062|1023|shape|FALSE|TRUE|America/New_York|3|1840015089
Manassas|Manassas|VA|Virginia|51683|Manassas|38.7479|-77.4838|41038|1609|shape|FALSE|TRUE|America/New_York|3|1840003839
Bartlett|Bartlett|IL|Illinois|17043|DuPage|41.9804|-88.2071|40894|1004|shape|FALSE|TRUE|America/Chicago|3|1840011246
Bullhead City|Bullhead City|AZ|Arizona|04015|Mohave|35.1205|-114.5461|40808|265|shape|FALSE|TRUE|America/Phoenix|3|1840019748
Wilkes-Barre|Wilkes-Barre|PA|Pennsylvania|42079|Luzerne|41.2469|-75.8760|40805|2300|shape|FALSE|TRUE|America/New_York|2|1840000777
Buffalo Grove|Buffalo Grove|IL|Illinois|17097|Lake|42.1675|-87.9615|40804|1647|shape|FALSE|TRUE|America/Chicago|3|1840010143
Cedar Falls|Cedar Falls|IA|Iowa|19013|Black Hawk|42.5195|-92.4536|40750|541|shape|FALSE|TRUE|America/Chicago|3|1840006946
Maplewood|Maplewood|MN|Minnesota|27123|Ramsey|44.9842|-93.0247|40684|921|shape|FALSE|TRUE|America/Chicago|3|1840008937
Hutchinson|Hutchinson|KS|Kansas|20155|Reno|38.0671|-97.9081|40669|638|shape|FALSE|TRUE|America/Chicago|3|1840001673
Danville|Danville|VA|Virginia|51590|Danville|36.5831|-79.4088|40668|366|shape|FALSE|TRUE|America/New_York|3|1840003878
Coram|Coram|NY|New York|36103|Suffolk|40.8812|-73.0059|40630|1134|shape|FALSE|FALSE|America/New_York|3|1840005032
Fitchburg|Fitchburg|MA|Massachusetts|25027|Worcester|42.5912|-71.8156|40576|563|shape|FALSE|TRUE|America/New_York|3|1840000435
Covington|Covington|KY|Kentucky|21117|Kenton|39.0334|-84.5166|40466|1183|shape|FALSE|TRUE|America/New_York|3|1840014263
Huber Heights|Huber Heights|OH|Ohio|39113|Montgomery|39.8595|-84.1130|40465|703|shape|FALSE|TRUE|America/New_York|3|1840003782
Westerville|Westerville|OH|Ohio|39049|Franklin|40.1241|-82.9210|40443|1238|shape|FALSE|TRUE|America/New_York|3|1840003763
Lancaster|Lancaster|OH|Ohio|39045|Fairfield|39.7248|-82.6049|40438|828|shape|FALSE|TRUE|America/New_York|3|1840003781
Wentzville|Wentzville|MO|Missouri|29183|St. Charles|38.8153|-90.8669|40407|774|shape|FALSE|TRUE|America/Chicago|3|1840010717
Woburn|Woburn|MA|Massachusetts|25017|Middlesex|42.4869|-71.1543|40297|1229|shape|FALSE|TRUE|America/New_York|3|1840003124
Gallatin|Gallatin|TN|Tennessee|47165|Sumner|36.3782|-86.4698|40262|483|shape|FALSE|TRUE|America/Chicago|3|1840013295
Valrico|Valrico|FL|Florida|12057|Hillsborough|27.9193|-82.2293|40259|1125|shape|FALSE|FALSE|America/New_York|3|1840028790
Newnan|Newnan|GA|Georgia|13077|Coweta|33.3767|-84.7761|40227|801|shape|FALSE|TRUE|America/New_York|3|1840014833
Holyoke|Holyoke|MA|Massachusetts|25013|Hampden|42.2125|-72.6411|40161|732|shape|FALSE|TRUE|America/New_York|3|1840000465
Quincy|Quincy|IL|Illinois|17001|Adams|39.9336|-91.3799|40111|982|shape|FALSE|TRUE|America/Chicago|3|1840009466
San Gabriel|San Gabriel|CA|California|06037|Los Angeles|34.0949|-118.0990|40108|3737|shape|FALSE|TRUE|America/Los_Angeles|2|1840021862
Cape Girardeau|Cape Girardeau|MO|Missouri|29031|Cape Girardeau|37.3109|-89.5597|40100|532|shape|FALSE|TRUE|America/Chicago|3|1840007598
Hollister|Hollister|CA|California|06069|San Benito|36.8555|-121.3986|40100|1944|shape|FALSE|TRUE|America/Los_Angeles|3|1840020354
Spanish Fork|Spanish Fork|UT|Utah|49049|Utah|40.1101|-111.6405|40069|954|shape|FALSE|TRUE|America/Denver|3|1840021398
Montclair|Montclair|CA|California|06071|San Bernardino|34.0715|-117.6981|40041|2795|shape|FALSE|TRUE|America/Los_Angeles|2|1840020408
Streamwood|Streamwood|IL|Illinois|17031|Cook|42.0209|-88.1779|39917|1976|shape|FALSE|TRUE|America/Chicago|3|1840011328
Marion|Marion|IA|Iowa|19113|Linn|42.0451|-91.5850|39910|865|shape|FALSE|TRUE|America/Chicago|3|1840008099
Friendswood|Friendswood|TX|Texas|48167|Galveston|29.5110|-95.1981|39893|742|shape|FALSE|TRUE|America/Chicago|3|1840020969
Chelsea|Chelsea|MA|Massachusetts|25025|Suffolk|42.3959|-71.0325|39878|6939|shape|FALSE|TRUE|America/New_York|2|1840000456
The Acreage|The Acreage|FL|Florida|12099|Palm Beach|26.7740|-80.2779|39863|449|shape|FALSE|FALSE|America/New_York|3|1840026061
Calexico|Calexico|CA|California|06025|Imperial|32.6849|-115.4944|39841|1784|shape|FALSE|TRUE|America/Tijuana|3|1840019379
Vineyard|Vineyard|CA|California|06067|Sacramento|38.4740|-121.3240|39800|819|shape|FALSE|FALSE|America/Los_Angeles|3|1840018846
New Berlin|New Berlin|WI|Wisconsin|55133|Waukesha|42.9726|-88.1291|39794|421|shape|FALSE|TRUE|America/Chicago|3|1840003025
Hallandale Beach|Hallandale Beach|FL|Florida|12011|Broward|25.9854|-80.1423|39782|3646|shape|FALSE|TRUE|America/New_York|2|1840014237
La Puente|La Puente|CA|California|06037|Los Angeles|34.0323|-117.9533|39780|4415|shape|FALSE|TRUE|America/Los_Angeles|2|1840020513
Crystal Lake|Crystal Lake|IL|Illinois|17111|McHenry|42.2333|-88.3351|39685|809|shape|FALSE|TRUE|America/Chicago|3|1840006969
Marlborough|Marlborough|MA|Massachusetts|25017|Middlesex|42.3494|-71.5468|39663|734|shape|FALSE|TRUE|America/New_York|3|1840000427
Romeoville|Romeoville|IL|Illinois|17197|Will|41.6318|-88.0997|39644|802|shape|FALSE|TRUE|America/Chicago|3|1840011489
Indian Trail|Indian Trail|NC|North Carolina|37179|Union|35.0699|-80.6452|39644|688|shape|FALSE|TRUE|America/New_York|3|1840016453
Royal Palm Beach|Royal Palm Beach|FL|Florida|12099|Palm Beach|26.7038|-80.2241|39615|1348|shape|FALSE|TRUE|America/New_York|3|1840018309
Columbia|Columbia|TN|Tennessee|47119|Maury|35.6238|-87.0484|39515|460|shape|FALSE|TRUE|America/Chicago|3|1840014518
